,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,CRR,HCC,X20100607_LT_serum_and_plasma_NEG_41101,X20100607_LT_serum_and_plasma_NEG_42001,X20100607_LT_serum_and_plasma_NEG_42101,isotopes,adduct,pcgroup,two batch common,three batch common,B1 flg,B2 flg,B3 flg
28,117.017967,117.0163886,117.02,29.95977365,23.20396592,32.33308816,373,255,118,615.5670655,731.2597539,635.6335947,,,171,0,0,1,0,0
29,117.0541477,117.0529978,117.0552036,81.38094844,67.51270988,82.51744734,441,255,118,17452.58317,6060.788634,5541.523537,[47][M]+,,27,1,1,1,1,1
30,118.0579847,118.0521393,118.0610595,81.56596839,69.94191148,83.69209023,375,255,118,1440.823052,364.6923523,366.3793425,[47][M+1]+,,27,0,0,1,0,0
31,119.0336233,119.03199,119.04,23.5137898,20.03162755,26.05154637,373,255,118,742.2143541,262.470041,228.0344012,,,261,1,0,1,1,0
32,121.8107975,121.8039343,121.8232838,139.5315609,137.2820886,143.5766539,369,247,113,289.439252,217.5858744,246.3616568,,,1,0,0,1,0,0
33,121.8712802,121.863955,121.8836151,139.5288059,137.4757996,141.1804209,370,248,114,278.1549546,259.74282,293.7063131,,,1,0,0,1,0,0
34,121.930602,121.9237827,121.943553,139.5774849,137.6451478,140.9696971,377,241,111,411.7017515,336.9342481,392.469443,,,1,1,0,1,1,0
35,122.023356,122.0225195,122.0244298,139.6000879,138.9766099,140.3084119,373,255,118,261913.756,227875.3425,245350.0008,[1][M]+,,1,1,1,1,1,1
36,122.0857143,122.0736931,122.0936,139.6029797,136.9783445,147.8710032,330,206,101,334.0415272,585.6309955,450.8665604,,,188,0,0,1,0,0
37,122.1378552,122.1244806,122.1433833,139.5494515,137.4350534,142.1698341,360,244,114,1094.739399,1080.639276,1279.937706,,,1,0,0,1,0,0
38,122.3030486,122.2937579,122.3135931,139.5266324,137.7389725,140.8075119,383,253,116,1275.801562,1303.090782,1442.746652,,,1,0,0,1,0,0
39,122.9702448,122.9636641,122.9836529,139.6032055,137.1390369,142.0871809,354,232,107,964.4031227,1177.628018,1048.003631,,,1,0,0,1,0,0
40,123.0264111,123.0243725,123.0277293,139.5973393,138.9140858,140.2117419,373,255,118,20021.45028,17614.96499,17441.62259,[1][M+1]+,,1,1,1,1,1,1
41,123.0722844,123.0636625,123.0836315,139.5980134,137.0052648,143.7597507,376,247,111,1397.597237,1128.70386,1154.010963,,,189,0,0,1,0,0
42,124.0117658,124.0054553,124.0194264,23.5178117,21.43548472,24.67602235,373,255,118,400.4496982,315.9564697,309.702432,,,39,1,1,1,1,1
43,124.0280511,124.0194916,124.0334564,139.597012,138.6242506,140.5369397,373,255,118,1837.325213,1609.134642,2245.792284,[1][M+2]+,,1,1,1,1,1,1
44,124.0875168,124.0737426,124.0936364,139.5639256,136.5825109,143.7581745,323,208,106,801.7975524,246.4580925,559.7466825,,,186,0,0,1,0,0
45,125.0311301,125.0236888,125.0435744,139.4816093,137.0727423,142.7390471,348,230,103,343.8747459,218.932698,383.6966513,[1][M+3]+,,1,0,0,1,0,0
46,125.2109622,125.2036868,125.2235986,139.4680463,137.1671869,141.8672578,321,209,99,206.2102655,229.6871975,172.3477906,,,190,0,0,1,0,0
47,127.075222,127.0700041,127.08,127.2850919,112.0272558,128.6224442,374,255,118,100.8824495,253.8929403,246.0455157,,,132,1,0,1,1,0
48,128.0337968,128.0324164,128.04,26.15012572,23.20114543,28.60160046,373,255,118,5234.105839,4252.885717,3495.233061,,,212,1,1,1,1,1
49,129.0201383,129.0169651,129.0279985,25.52904119,22.02455784,38.97774408,376,255,118,670.0203661,536.9645784,407.3304392,,,9,1,0,1,1,0
50,129.0541418,129.0534605,129.0549804,100.9654403,94.1914317,102.8314663,373,255,118,11500.03021,34692.99448,32358.9409,,,45,1,1,1,1,1
51,130.057527,130.0545827,130.0607457,100.9965675,95.73800534,103.4820059,373,255,118,883.267433,2576.735602,2295.715647,,,267,1,0,1,1,0
52,131.0693851,131.0637944,131.0826636,111.1856184,93.26644237,112.6785078,480,254,118,2679.837427,862.4158817,910.9439914,,,18,1,0,1,1,0
53,135.0278801,135.02,135.032447,22.79577261,21.18137146,25.32293721,372,255,117,160.3654967,190.3795296,199.3811678,,,176,1,0,1,1,0
54,137.0217376,137.0190582,137.0271981,135.5607636,133.8080901,154.5863894,373,255,118,58.19553635,248.0345117,208.8331264,,,204,0,0,1,0,0
55,138.02,138.0182777,138.0287267,139.4163367,134.6666946,141.016311,373,255,118,64.21539974,70.05402648,74.12692092,,,1,1,0,1,0,1
56,140.0929303,140.08367,140.1036268,297.3551125,295.72978,298.7955316,353,236,112,165.5689863,275.8303758,414.7906222,,,8,0,0,1,0,0
57,140.3659476,140.3536848,140.3736496,297.3544162,295.5382284,298.5529239,378,242,112,191.5815899,336.2468688,527.3388799,,,8,0,0,1,0,0
58,140.6277272,140.6138193,140.633646,297.3424047,294.8913129,298.433116,327,219,98,142.0285719,201.1119482,281.0796796,,,8,0,0,1,0,0
59,145.0599208,145.0580183,145.0608104,102.3720885,100.030708,107.9207233,373,255,118,338.048826,568.7146326,687.5504692,,,33,1,0,1,1,0
60,145.0597244,145.053953,145.0618045,21.24177001,18.59806317,36.40583904,375,255,118,354.7297109,249.3433682,297.4320806,,,66,1,0,1,1,0
61,146.9811695,146.9792422,146.9826842,25.75019749,22.76762488,27.47681459,373,255,118,999.9954856,726.4054375,959.7991273,,,209,1,1,1,1,1
62,147.0427275,147.04,147.0448726,119.6550532,118.2345329,120.853828,373,255,118,240.149168,54.23677633,80.66158837,,[M-H-H2O]- 166.064,16,0,0,1,0,0
63,148.98,148.9758603,148.981985,25.46344368,21.9680831,29.45927621,372,254,118,332.8988018,274.2671847,321.221201,,,214,1,0,1,1,0
64,150.0180941,150.0083663,150.0200545,146.7094194,144.3417252,147.8593471,373,255,118,24.48767039,76.22907337,27.45276361,,,298,1,1,1,1,1
65,150.8859066,150.88,150.8873219,21.20112428,18.91383864,22.00363901,373,255,118,1112.939294,1201.611582,1310.507031,,,66,1,1,1,1,1
66,152.8829016,152.88,152.8847749,21.20370705,19.64259219,22.00363901,373,255,118,1083.79705,1125.105086,1231.704507,,,66,1,1,1,1,1
67,153.0173539,153.0159376,153.02,99.66920436,96.48109654,103.0464744,373,255,118,172.6009982,149.1871803,193.6918411,,,264,1,0,1,1,0
68,154.8800729,154.877599,154.8824362,21.18733449,20.1644904,22.00363901,373,255,118,371.0106788,375.5996934,410.3489046,,,66,1,1,1,1,1
69,154.9198533,154.9161254,154.9263353,33.7943027,22.98995656,38.04774742,373,255,118,1244.34275,960.9540129,1286.391143,,,181,1,0,1,1,0
70,157.0843996,157.08,157.0860557,176.1182919,173.8047712,178.229944,373,255,118,78.82941504,104.0099752,99.17307963,,,162,1,0,1,1,0
71,158.9769335,158.9726965,158.98,16.78624723,15.58865941,18.15245648,373,255,118,205.0450847,89.2298704,82.00683691,,,175,0,0,1,0,0
72,159.1003066,159.0988513,159.1021147,157.6771558,145.6483552,158.4628284,375,255,118,328.6361817,157.1384528,199.2855371,,,153,1,0,1,1,0
73,159.1002552,159.097645,159.1092024,172.4167009,171.5960809,188.8314573,375,255,118,112.2016231,169.7238308,176.1632036,,,24,1,0,1,1,0
74,160.8412201,160.8391219,160.842908,24.24600231,21.59287067,26.77736029,373,255,118,1000.682713,572.3242416,702.6314203,,,218,1,1,1,1,1
75,160.9142346,160.9123817,160.9194004,19.71232434,19.24142597,20.28883696,373,255,118,495.0693071,444.4388071,481.3261275,,,123,1,1,1,1,1
76,160.9973209,160.9955128,161,39.20423219,33.98535584,41.78051483,373,255,118,802.4643759,650.8962021,543.7751248,,,85,0,0,1,0,0
77,162.8383987,162.836566,162.8404487,24.2084384,21.86416341,26.77736029,373,255,118,951.2558732,525.7610303,648.6304068,,,39,1,1,1,1,1
78,162.9113225,162.9003009,162.9133447,19.7153162,19.19255541,20.29903366,372,254,118,378.2614991,283.7718949,341.1369397,,,123,1,0,1,1,0
79,164.0697732,164.0669297,164.0746854,53.74670789,41.76687455,54.92830616,375,255,118,1087.934274,1132.7754,1008.640296,,,119,1,1,1,1,1
80,164.8363706,164.8338119,164.84,23.85605011,21.34792173,27.83510437,373,255,118,162.7854014,106.6433314,137.5143516,,,39,1,0,1,0,1
81,165.0538539,165.0525004,165.06,119.3985658,117.7862654,137.0151532,375,255,118,782.657787,432.9686737,444.2557514,,[M-H]- 166.064,16,1,0,1,1,0
82,165.811316,165.803713,165.8236235,139.5582317,137.4077279,141.0197739,360,241,113,293.7286117,323.096821,310.945631,,,1,0,0,1,0,0
83,165.8906117,165.8838,165.903623,139.5704306,119.686955,141.0180475,365,239,102,288.0328433,335.1638755,401.9099517,,,1,1,0,1,1,0
84,166.0127911,166.0116039,166.0140123,139.5975216,138.9766099,140.3084119,373,255,118,290223.6695,300508.7111,293457.5182,[2][M]+,,1,1,1,1,1,1
85,166.0865321,166.073818,166.0936551,139.6162004,136.9981998,144.3189667,324,216,97,758.2411843,969.3019372,335.965694,,,187,1,0,1,0,1
86,166.146964,166.134494,166.1532122,139.5626881,137.588768,142.1698341,364,246,109,978.6277312,1587.918936,1007.661052,,,1,1,0,1,0,1
87,166.3374016,166.3236982,166.3436025,139.5301726,137.6183575,141.0561039,358,243,113,1775.932524,1984.031249,1688.755705,,,1,0,0,1,0,0
88,166.9506124,166.9436934,166.9635625,139.5370546,120.1537489,142.8240129,349,225,111,1237.157807,1361.810425,1004.906952,,,1,0,0,1,0,0
89,167.016126,167.0062561,167.0181006,139.5963688,138.9019212,147.396898,374,255,118,26782.731,27004.08112,27041.47839,[2][M+1]+,,1,1,1,1,1,1
90,167.0195381,167.017429,167.0215879,23.86991988,22.99962044,24.8349959,373,255,118,12301.3435,14396.30643,12204.1469,[60][M]+,,39,1,1,1,1,1
91,168.0176966,168.0080085,168.0228517,139.5866026,138.815273,147.8923887,372,253,118,4218.443324,4632.702212,4200.294491,[2][M+2]+,,1,1,0,1,1,0
92,168.021783,168.0155217,168.0278761,23.847801,22.01676407,24.97147555,374,255,118,875.8374325,963.3867919,930.6190548,[60][M+1]+,,39,1,1,1,1,1
93,169.0108588,169.0036756,169.0236515,139.5409292,137.2199872,141.8711601,352,220,109,359.5424698,687.8727836,315.2770478,[2][M+3]+,,1,0,0,1,0,0
94,169.0227189,169.0138486,169.0333508,23.51615792,21.51319014,26.62363261,368,249,116,200.1730543,204.0704761,207.2170857,[60][M+2]+,,39,0,0,1,0,0
95,170.9429776,170.94,170.9449512,20.71694659,18.35454149,26.19234502,373,255,118,867.6414978,725.1943517,883.562341,,,331,1,1,1,1,1
96,171.0640476,171.06,171.0661845,127.3176902,126.2133505,130.01438,373,255,118,279.0898338,628.1883423,611.6463162,,,132,1,0,1,1,0
97,172.0963836,172.0875415,172.1,97.15336873,94.33555918,117.0240929,375,255,118,223.1346803,869.8227659,880.2225934,,,115,0,0,1,0,0
98,172.94,172.9380154,172.9431376,20.04893106,17.61807025,26.19581177,373,255,118,319.391031,278.9259254,275.6463004,,,123,1,0,1,1,0
99,172.989653,172.9849398,172.9994958,79.31319449,67.80908426,89.60595382,430,254,117,951.2545985,17009.03777,14597.18014,,,32,1,1,1,1,1
100,173.0066665,173,173.0121186,25.06374036,22.90052566,28.23848157,372,254,118,403.4955956,257.2110985,239.5422813,,[M-H-H2O]- 192.028,9,1,0,1,1,0
101,175.0595184,175.0497768,175.0617672,104.2463663,93.0298201,105.5061338,381,255,118,160.8742573,415.6587078,335.6797895,,,167,0,0,1,0,0
102,178.0491962,178.04,178.0523833,98.99972186,96.55216099,100.0366291,366,249,117,2066.907025,747.6314548,729.6357101,,,52,1,1,1,1,1
103,179.054132,179.0437545,179.0567639,20.28830673,19.74418449,27.53209362,374,255,118,1108.492122,1157.877047,1309.478614,,,140,1,1,1,1,1
104,179.0549325,179.045678,179.06,85.22122407,82.96548609,100.1351345,451,255,118,277.1502833,173.6561241,222.021163,,,111,1,1,1,1,1
105,180.0611985,180.056151,180.0664973,29.22604827,19.64796034,31.81427455,374,255,118,113.3306916,185.0589822,141.46052,,,171,0,0,1,0,0
106,180.9716214,180.9691273,180.9740462,17.81888474,16.97341495,18.99915617,373,255,118,405.9395488,460.7811892,399.836417,,,96,1,1,1,1,1
107,181.0489485,181.0406818,181.0520821,82.50280272,61.13626386,97.4566798,403,255,118,1518.639101,937.521937,850.2877946,[68][M]+,,48,1,1,1,1,1
108,182.0529515,182.0465935,182.06,82.56140151,80.3661594,84.34057142,372,254,118,166.6135845,92.72052003,72.69900459,[68][M+1]+,,48,0,0,1,0,0
109,185.1165929,185.1066538,185.12,201.847709,200.5615719,204.4697578,373,255,118,124.5795971,201.6888877,227.1739275,,,5,1,0,1,1,0
110,185.9926961,185.984,185.998,26.19837365,23.17685409,28.73265071,373,255,118,1239.527471,744.7147997,856.6067808,,,219,1,0,1,1,0
111,186.111828,186.1102471,186.116,115.1353476,113.8579503,116.0740944,372,254,118,1165.863994,3322.51582,3817.372644,[145][M]+,,238,1,1,1,1,1
112,187.0054935,187,187.0136175,113.1427807,93.96572437,115.0853631,385,254,118,15371.24341,115855.1966,105724.3036,[12][M]+,,3,1,1,1,1,1
113,187.1153118,187.1036596,187.1235525,114.9308979,111.2361508,117.2414965,355,242,112,129.810794,512.1670436,849.7196956,[145][M+1]+,,238,1,0,1,1,0
114,187.1322762,187.1248828,187.14,206.3873151,205.4716574,207.4753196,373,255,118,382.2677635,103.5598329,95.53316699,,,118,1,0,1,1,0
115,187.1322274,187.128,187.1396551,220.293506,218.9964628,220.918635,373,255,118,220.7554023,397.1819065,370.0259964,,,49,1,0,1,1,0
116,188.008715,188.004182,188.0189099,113.1304107,109.923276,122.3458836,366,246,117,1570.56027,11403.87785,9699.408929,[12][M+1]+,,3,1,0,1,1,0
117,188.9840844,188.98,188.9866081,61.77364369,40.28328342,65.7621598,374,255,118,659.5767392,878.5826155,767.4367272,,,40,0,0,1,0,0
118,189.0034458,188.9965286,189.0134981,113.0622422,109.3544138,117.0455687,334,227,107,1026.581623,6870.312221,6242.885814,[12][M+2]+,,3,1,0,1,1,0
119,191.0183322,191.0163216,191.0199021,25.43778434,23.62526422,27.36099875,373,255,118,4702.307902,3272.731832,2934.160744,[21][M]+,[M-H]- 192.028,9,1,1,1,1,1
120,192.0213494,192.0174672,192.0255346,25.04324928,22.07461273,27.36099875,373,255,118,386.4733554,256.426498,217.5812841,[21][M+1]+,,9,1,1,1,1,1
121,195.1005684,195.0988949,195.1039962,192.1606333,189.6624002,194.2123395,373,255,118,144.5020675,2031.281056,1834.77409,,,15,1,1,1,1,1
122,195.8105418,195.8070372,195.82,25.68447291,23.58187406,48.54667271,400,252,117,4920.139308,2046.917723,3509.908271,,,9,1,1,1,1,1
123,197.0414857,197.04,197.042872,101.1408956,93.54786489,104.3307404,374,255,118,835.4053043,739.6675385,1112.748314,,,265,1,0,1,1,0
124,197.8077442,197.8,197.8127594,25.69900027,23.36998364,50.79343797,427,255,118,6110.876183,2473.412911,4151.926365,,,211,1,1,1,1,1
125,199.0048386,199,199.0123336,129.8602867,127.1642531,139.8519683,384,255,118,7.733671466,2025.100388,2361.816919,,,65,0,0,1,0,0
126,199.8045933,199.8,199.8100281,25.59831167,23.34813111,39.27028829,374,255,118,2750.949372,1236.058337,2005.156337,,,220,1,1,1,1,1
127,200.1267611,200.12,200.132711,170.4227856,169.0395548,171.1551945,370,253,117,77.15414527,138.2279952,136.6219807,,,169,0,0,1,0,0
128,200.1269467,200.12,200.133,133.3397343,132.3440232,134.4640379,369,253,116,145.5800478,904.7206781,709.7051009,,,82,0,0,1,0,0
129,201.8011123,201.7997209,201.8038095,25.44245468,23.05120645,31.22947788,373,255,118,619.5071954,204.9416698,452.0831678,,,221,1,1,1,1,1
130,203,202.9986109,203.0018084,108.0967276,98.5727678,113.5521649,374,255,118,216.7367627,3416.427754,3199.617271,,,114,0,0,1,0,0
131,203.0042449,202.9967819,203.0130282,23.06433614,20.1644904,26.29575202,367,251,116,411.4049915,320.5702889,328.9362381,,[M-H]- 204.008,39,1,0,1,1,0
132,203.0812965,203.079291,203.0829763,83.01503389,61.70326412,84.09357021,400,255,118,2447.772282,6747.032604,7127.715617,[69][M]+,,48,1,1,1,1,1
133,204.0650651,204.06,204.0670155,123.5351247,122.9119894,135.221661,375,255,118,520.5687471,850.7645683,650.3454654,[22][M]+,,10,1,0,1,1,0
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0
136,208.8452194,208.84,208.8475061,20.54446994,19.56691236,21.35490597,373,255,118,1460.990947,1403.198326,1692.474498,,,140,1,1,1,1,1
137,210.8424027,210.8401652,210.8454043,20.54446994,20.20155677,21.35490597,373,255,118,1947.638296,1871.693831,2186.337758,,,140,1,1,1,1,1
138,212.0008241,211.9993384,212.0027556,86.56206419,83.16451694,92.59820627,373,255,118,862.8019264,9143.005228,9828.410992,,,225,0,0,1,0,0
139,212.8394491,212.8371866,212.8417451,20.54684745,19.5100052,21.35490597,373,255,118,926.1675279,833.7869022,1002.898472,,,140,1,1,1,1,1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0
142,214.1429578,214.1363162,214.1477695,151.1821591,150.108038,153.5595786,373,255,118,204.9962623,1256.136471,1066.949003,,,80,1,0,1,1,0
143,214.8369864,214.8332548,214.8400177,20.58033563,18.33084549,22.73614493,373,255,118,192.235846,220.8427267,242.3986884,,,140,1,0,1,1,0
144,215.031529,215.0276947,215.0338226,21.76529143,20.93406152,44.74018781,432,255,118,4719.377603,6501.792673,7372.947028,[86][M]+,,66,1,1,1,1,1
145,215.16,215.16,215.1664681,233.1318608,231.418387,234.2445487,373,255,118,69.76594683,26.8229608,31.57327487,,,97,0,0,1,0,0
146,215.1634621,215.16,215.1657897,248.5455959,246.8486567,261.4096423,374,255,118,1109.3478,235.1397648,271.4982534,,,135,1,0,1,1,0
147,216.0352287,216.031127,216.04,21.71057654,20.50814125,32.32783758,386,255,118,383.4207068,546.9604495,607.4747529,[86][M+1]+,,66,1,1,1,1,1
148,216.908229,216.9,216.9136401,35.87151199,21.02147164,54.3215604,379,253,116,623.0989644,272.8929142,578.1683367,,,168,1,0,1,1,0
149,217.0291576,217.0263224,217.0388417,21.73519024,20.93406152,36.41517495,384,255,118,1911.538178,2265.041323,2591.037897,[86][M+2]+,,66,1,1,1,1,1
150,218.873948,218.8714369,218.8762276,19.71073118,19.2381705,20.1644904,373,255,118,1294.436014,998.2894395,1175.023221,,,123,1,1,1,1,1
151,220.8709147,220.8673531,220.8734232,19.70754002,19.20712172,20.1644904,373,255,118,1236.944335,1004.594499,1039.081853,,,123,1,1,1,1,1
152,222.028954,222.0207377,222.0336271,53.80825222,48.6207217,56.72142959,366,252,114,452.0909727,393.1069321,468.1079469,,,119,0,0,1,0,0
153,222.8681836,222.8606367,222.8722231,19.70841911,19.21954139,20.1644904,373,255,118,451.2018549,312.0480593,348.9905157,,,123,1,1,1,1,1
154,222.9868411,222.98,222.9925704,39.74509819,28.57993677,41.3754663,390,253,118,486.8211014,363.0261244,255.4512653,,,85,1,0,1,1,0
155,223.1337992,223.1253305,223.1435942,229.533026,228.224266,233.1940083,366,253,113,101.458233,230.7294145,266.311145,,,56,1,0,1,1,0
156,224.9786679,224.9761065,224.9807563,23.97465901,22.72341012,24.8349959,373,255,118,1036.719901,1011.899779,1052.833054,,[M-2H+Na]- 204.008,39,1,1,1,1,1
157,225.06,225.0571636,225.0633929,20.28875781,18.85699826,31.40642511,373,255,118,272.7429015,317.3832974,293.8938786,,,329,1,0,1,1,0
158,226.9750453,226.9636992,226.9783094,23.81636764,16.34647066,27.81210721,452,255,118,400.469035,402.8377875,392.3126609,,,39,1,0,1,1,0
159,228.9025202,228.9002374,228.9052558,19.26538327,18.84161678,19.82956449,373,255,118,988.0814608,717.2725387,773.2424309,,,123,1,1,1,1,1
160,229.053146,229.0484467,229.06,171.9407967,169.0304347,193.2493971,382,255,118,28.01665534,821.8870792,1010.412874,,,24,1,1,1,1,1
161,230.8997056,230.896649,230.9022084,19.26289457,18.84161678,19.82956449,373,255,118,595.6366759,489.8743646,493.3939186,,,123,1,1,1,1,1
162,231,230.9912322,231,112.1405723,97.71385203,116.3767216,375,255,118,6858.174928,334.6759185,309.7103118,,,3,0,0,1,0,0
163,232.0581332,232.048723,232.06,53.95647514,48.6207217,56.31241953,372,255,117,377.6601016,397.735861,355.6007126,,,119,1,0,1,1,0
164,234.0006619,233.9957121,234.003082,145.2391297,129.2346092,151.0775425,378,255,118,619.2196072,218.7376872,595.7252987,,,297,1,0,1,1,0
165,234.86,234.8580919,234.8722839,27.62417929,18.97419465,35.12621345,382,255,118,354.0809312,183.7850723,329.9979123,,,236,1,1,1,1,1
166,238.02387,238.02,238.0324705,28.7313954,23.09272819,31.81552132,372,254,118,110.7419928,168.3266419,162.9078795,,,182,0,0,1,0,0
167,238.9311802,238.9277659,238.9347562,18.56399148,17.84236128,19.6455874,373,255,118,554.6127513,470.5483172,479.4948028,,,96,1,1,1,1,1
168,239.06,239.0563984,239.0733333,82.8325929,80.29603513,84.99668192,361,243,118,85.24045826,357.9563014,360.3204702,,[M-H]- 240.067,48,0,0,1,0,0
169,239.0913839,239.0850766,239.1019349,192.201967,190.1587904,192.8583106,372,254,118,690.4426397,11003.76843,9110.468847,[34][M]+,[M-H]- 240.1,15,1,1,1,1,1
170,239.1639822,239.16,239.1668058,251.1673278,248.9182133,262.1639552,374,255,118,906.6263897,191.3525922,247.3696516,,,125,1,0,1,1,0
171,240.0950053,240.0848,240.1,192.1495557,189.6926347,194.2398051,368,251,117,104.8098743,1818.360544,1271.618439,[34][M+1]+,,15,0,0,1,0,0
172,240.9285107,240.923437,240.9319222,18.55609011,17.62815827,19.6455874,373,255,118,189.1618281,160.0590504,159.0385734,,,96,1,0,1,1,0
173,241.1179506,241.1061538,241.12,107.5938552,105.3736047,111.4387838,373,255,118,223.1677202,67.84117701,67.09594772,,,114,0,0,1,0,0
174,241.1799024,241.1771466,241.1820111,271.0242981,269.3989165,272.9637751,373,255,118,1088.566388,320.6069739,308.3036674,,,129,1,0,1,1,0
175,242.1749048,242.1706983,242.18,185.5032771,184.5610731,192.9047153,373,255,118,183.0462068,403.2447651,294.5107096,,,155,1,1,1,1,1
176,243.0600714,243.0583081,243.0638607,24.43939511,22.97020276,36.35462598,373,255,118,196.5254463,360.1158601,338.394168,,,210,0,0,1,0,0
177,243.1962974,243.1885714,243.2,287.6185258,285.9299529,301.8153631,376,253,118,329.8395806,71.907961,109.2494966,,,179,0,0,1,0,0
178,245.0483077,245.0359151,245.0533118,143.297657,128.2660258,158.3477574,405,250,114,4.277393651,627.1745913,709.8278782,,,306,1,1,1,1,1
179,248.9604744,248.9570948,248.9736389,17.87700187,16.44483515,28.71545009,394,255,118,879.1887547,1017.906018,911.8875718,[107][M]+,,96,1,1,1,1,1
