,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,CRR,HCC,X20100524_LT_serum_and_plasma_POS_34401,X20100524_LT_serum_and_plasma_POS_35501,X20100524_LT_serum_and_plasma_POS_35601,X20100524_LT_serum_and_plasma_POS_41101,X20100524_LT_serum_and_plasma_POS_42001,X20100524_LT_serum_and_plasma_POS_42101
12,80.94968539,80.94,80.95428572,19.88000313,19.40645849,28.64931871,388,258,120,1296.829284,4959.255426,5070.096846,3761.25753,4211.905191,4160.864339
13,81.03454571,81.03297421,81.04484894,245.9609043,233.2616485,246.8421392,369,250,118,240.8936013,433.0531425,399.7262753,473.3467703,402.0255431,440.7793628
14,81.07019748,81.0648745,81.07876703,415.0718134,406.1627981,422.2997144,418,256,118,812.5184911,720.3618919,932.4542503,1171.74042,831.7815275,971.5877342
15,81.07019986,81.06508162,81.0793658,372.9871967,364.0210655,381.1434192,410,256,118,555.348475,781.8672311,824.7354116,1086.273347,754.8438403,981.5669557
16,82.01588507,82.01297413,82.02,16.68237162,15.90449308,19.56999959,378,258,120,1499.314251,39.02439549,83.27163921,78.5200902,37.25785865,35.87065738
17,82.94679957,82.94,82.94757773,19.8809136,19.40645849,23.32972585,378,258,120,433.3137528,1657.61918,1650.780188,1306.539892,1373.977767,1427.851741
18,83.04956874,83.04063273,83.05101003,245.9469753,232.9387206,246.6115789,415,257,120,387.5747488,684.8563323,708.2085436,1065.349337,963.855353,1015.25716
19,83.04957011,83.04106386,83.0548257,139.215858,138.0710143,142.9292434,362,244,118,65.29300027,89.13542352,100.0078504,56.23156334,413.8127313,431.3478654
20,83.08544816,83.08,83.08669304,414.7627848,393.5674509,422.2997144,500,258,120,623.449351,620.8059841,815.0430311,730.4002324,488.2325803,599.204875
21,83.08558201,83.08,83.08671129,372.9629659,365.3168157,374.3071394,383,258,120,484.8605956,704.4755713,708.5208636,814.6680502,535.3110286,650.583134
22,84.04464295,84.04,84.04536171,23.69098314,21.91248154,24.51893896,378,258,120,665.7747364,587.324698,553.344419,781.9464225,675.4622584,652.0437538
23,84.0441964,84.04,84.04586455,101.6454595,99.34474032,106.7416545,378,258,120,61.52225307,645.3984484,685.1443663,219.9380774,627.6624308,570.9949474
24,84.0808886,84.07978791,84.08204572,23.37738861,16.81879964,24.3458556,378,258,120,636.0915357,233.053133,225.311695,176.4674175,253.2837728,237.5057047
25,85.02871693,85.02067204,85.0330504,23.99933732,22.68175635,38.91428842,384,258,120,505.7611014,267.9148735,290.6628414,837.8048704,405.6565676,419.5480283
26,85.02868488,85.0204885,85.03211148,245.9681001,233.0368776,246.7791604,400,258,120,339.6436452,614.2082343,556.1927936,716.3188491,702.3596518,742.1729151
27,85.02833527,85.02,85.03440636,139.2161841,126.2432604,150.1057807,410,257,120,70.78450885,67.09445262,64.40472314,219.3787281,216.8584176,239.5475506
28,85.10120376,85.1,85.10254577,414.9332947,402.8980297,417.725404,406,258,120,649.7324247,599.0111085,751.8475905,727.0012149,432.6425579,504.5325895
29,85.10113467,85.1,85.10236579,372.9744048,365.2241508,374.2249276,381,258,120,387.3823423,701.6514397,758.6815786,692.3991357,441.2283286,528.0845635
30,86.06,86.05864052,86.06135581,110.2811894,109.1738188,113.7569535,378,258,120,246.6037827,572.1475139,629.9063314,89.58894052,212.680631,194.0855425
31,86.09645581,86.0956238,86.1,23.17422392,22.50598311,28.27581807,380,258,120,5152.047278,1872.212863,1868.356089,484.5170483,912.4816633,812.3854668
32,86.09647539,86.09574242,86.1,35.45636788,31.0016388,37.14953243,376,256,120,9328.755646,7414.462758,7474.311437,1766.969122,4260.413647,3885.555509
33,87.09991955,87.09724921,87.10299362,35.23125312,22.54886261,37.98472073,494,258,120,584.4118109,471.6123243,464.1898523,109.1697084,279.4879451,212.0655357
34,90.9777201,90.96909091,90.97839608,18.5685129,18.00679703,18.84164573,377,258,119,2998.604204,2879.485825,3057.675872,2936.704728,2797.192403,2740.260567
35,91.05365228,91.05084713,91.06,245.9255307,233.0127887,246.8061305,451,258,120,663.4743775,933.6860662,840.2422084,1826.035137,1742.407502,1879.61389
36,93.0701251,93.065,93.07539727,52.25488472,37.69367033,55.57713876,380,258,120,540.2271971,275.5300698,272.7877292,320.0299531,435.0920661,432.0613189
37,95.04992878,95.04489866,95.05856595,28.57002854,22.02900713,32.00748432,386,254,114,270.8224944,158.5775808,149.7878097,157.2009183,260.4454651,264.8522972
38,95.08588693,95.08,95.08666896,415.1843412,407.4431749,422.9256044,403,258,120,1390.740734,1279.027472,2322.861503,1847.608143,1231.850888,1414.323309
39,95.08587249,95.08,95.08669292,373.0839149,363.8886047,381.3608063,398,258,119,864.4479885,1372.247401,1511.726573,1793.537561,1224.409599,1514.143729
40,96.92380286,96.92,96.92529496,19.84628074,19.40645849,20.46608764,378,258,120,137.7860695,891.6766276,836.7589358,791.614755,836.902719,819.5165705
41,97.10140072,97.09840418,97.10246131,415.0015787,407.0341482,422.9256044,405,258,120,1088.908709,923.6011993,1680.463644,1201.748915,711.2464289,946.6122278
42,97.10094932,97.09895499,97.1025638,372.8844324,365.6558403,374.8736657,380,258,120,333.3347445,523.2314211,502.5321223,553.6565319,372.6913081,499.7747121
43,98.92123032,98.91969442,98.92322991,19.84691263,18.64972944,21.70240436,378,258,120,67.6838159,394.0803607,377.7808995,311.5479674,323.6200812,340.8533258
44,98.98373453,98.97515209,98.98535392,230.5657468,228.5261199,247.1217893,379,258,120,440.186094,416.3459593,393.0987057,560.6289005,356.2491773,395.8834501
45,98.98419937,98.98,98.98542197,25.47776667,22.97156514,30.01599562,378,258,120,207.5233571,822.2298545,852.7570247,663.6558704,899.6614498,953.4218507
46,99.04448933,99.04,99.04580394,245.9398081,244.5666191,246.9503714,378,258,120,205.9295882,344.6962574,294.3020642,337.7126509,335.3420641,375.7309228
47,100.076211,100.0749595,100.08,54.20841705,45.88004747,58.74097096,371,254,117,75.38588513,502.5194464,488.5423563,109.9352897,5201.392677,5199.070986
48,100.0761704,100.0751084,100.08,39.76018252,23.23386608,45.71994546,386,258,120,61.96284218,786.4706009,854.5680694,134.4451027,8278.536813,8236.455427
49,103.0548069,103.053958,103.06,52.26848375,39.94930837,55.57713876,379,258,120,3661.921422,2001.53409,2053.966021,2136.145406,3075.22654,2598.370688
50,103.0540236,103.0494737,103.0582625,24.00676873,21.65767103,37.69367033,377,258,119,760.1302302,263.8806451,254.4536601,316.48684,331.8257901,329.7324269
51,104.0568226,104.04875,104.063801,24.00123213,22.05907298,37.69367033,383,258,120,589.760603,161.6399188,137.0167702,83.30510248,68.59520152,53.61226865
52,104.0586472,104.0571774,104.06,52.23590538,39.94930837,56.02208173,379,258,120,241.0680636,162.9313706,155.9045164,195.995744,234.5563598,234.7186114
53,104.1072788,104.1,104.1117512,299.373525,298.3125687,319.6530996,730,258,120,618.9766197,1176.796397,1359.751461,2499.111963,3807.67078,3593.102414
54,104.1073044,104.1,104.1122089,285.4123288,263.8947909,288.4885319,386,258,120,424.3734156,879.5876681,854.4462516,1181.384371,1800.572145,2099.767925
55,104.1072987,104.0949585,104.1082208,20.50151355,19.90209235,22.39438503,378,258,120,185.5225075,822.050382,806.6311547,839.9718241,791.3009536,766.2091295
56,104.1072167,104.1,104.1083031,338.7464946,330.9470266,342.4568996,378,258,120,218.3193138,565.9117839,535.7188357,682.4175544,1313.409962,1553.924235
57,104.9941831,104.9922963,105,19.90063611,18.62564222,21.29371651,378,258,120,879.5251998,340.6331219,337.7863414,198.5958862,315.2131684,289.7041615
58,105.0344995,105.0325116,105.04,97.720209,79.92690101,99.99703006,378,258,120,34.65598912,2761.944445,2806.532741,487.8110287,244.9543101,236.9327424
59,105.0705644,105.066534,105.0797605,105.2793663,104.0133165,119.9938984,378,258,118,180.254069,110.2334694,86.77073188,995.2328708,1057.001037,1138.531784
60,105.0706241,105.0649628,105.079631,245.9232541,234.3173965,262.4805489,389,257,119,92.50307587,210.9168143,215.6619998,575.730319,496.843734,587.7680754
61,106.9524054,106.9501445,106.96,18.5699815,17.94866628,20.23293945,377,258,119,129.2680619,218.7208245,231.8055531,287.2837916,241.2337861,240.9471576
62,107.0498163,107.0418182,107.0511169,52.28108689,37.06784079,55.57713876,389,258,120,1021.360253,592.26184,666.9128321,404.3185994,552.4825512,515.9469911
63,107.0861317,107.0854719,107.0869563,246.0070846,245.5288828,257.380633,380,258,120,3534.514918,5456.62516,5205.921661,11356.69684,10465.39662,11689.55522
64,107.0859959,107.0748859,107.0870172,139.29233,138.5915599,153.7280145,384,258,120,682.5213039,888.4380805,852.5079938,633.9364571,4656.248917,4824.535678
65,107.0861069,107.0851821,107.0870508,233.4103318,232.6925833,234.2944275,275,188,87,223.8940558,660.8986877,608.6132343,901.5100763,1192.510333,1537.098988
66,108.0897003,108.080515,108.0917766,245.9586988,233.0905563,246.9541528,424,257,120,338.8473329,482.0342271,476.9929423,1021.154917,969.9689214,904.80534
67,108.088964,108.0762147,108.0944251,139.1913564,138.0038674,153.3086722,378,255,120,51.69234078,73.45300443,66.18735129,51.48819182,393.0500058,474.7146449
68,109.1017633,109.0987841,109.1028893,415.1235109,407.2974818,422.9256044,397,258,120,1010.369734,934.5910157,1140.168407,1304.53135,877.6564175,1038.539938
69,109.1017496,109.1,109.1029431,373.0530482,365.3537084,380.0320233,383,258,120,631.7698322,923.1275041,1002.916742,1194.350103,833.6804115,933.8338817
70,110.0098727,110.004878,110.0193164,16.68943699,16.25530695,19.56999959,344,237,107,2809.929001,55.01461378,114.2744586,68.45617996,19.51746383,27.09632784
71,111.0445714,111.040135,111.0470754,245.9031405,232.9387206,246.7003077,455,256,120,724.5186845,1190.402086,1157.239863,1349.889136,1290.985312,1478.710487
72,111.0433256,111.04,111.0465502,139.1913564,138.2033801,141.2440349,378,258,120,80.08393933,121.114817,124.054002,58.15850821,378.5152863,416.4659141
73,111.117568,111.113148,111.12,414.9829601,407.4431749,422.2997144,402,258,120,582.2093167,518.9014746,677.8673226,620.8595198,428.9339089,511.5925234
74,112.8986882,112.8963606,112.9004011,19.8453278,18.66809631,21.83504905,378,258,120,16.20874016,149.6267743,159.1855034,173.7951989,196.7183794,184.3443604
75,114.0665776,114.06,114.067773,21.76464861,19.93791866,23.32972585,378,258,120,571.20103,927.0903811,917.6130948,415.9132106,308.6892868,337.5301299
76,114.0920599,114.089784,114.1,89.20231105,84.63456242,92.72069487,378,258,120,203.5914312,251.6654012,248.019722,131.4942297,314.914017,340.701641
77,114.1283178,114.12,114.1335064,108.8375484,107.0831291,110.3273225,377,258,119,544.8805289,392.0784121,437.5998883,125.5905433,149.0802704,116.1347777
78,116.0713654,116.0701881,116.0759652,22.69379081,20.92323873,23.41842126,378,258,120,1387.467152,1062.898461,1011.4058,237.438297,263.8447296,245.0646439
79,117.0689315,117.06,117.0739589,245.9604876,244.957806,246.8659354,378,258,120,190.4785366,267.6366023,267.4511415,605.4728414,573.788101,616.6744443
80,117.0705359,117.06525,117.0795312,105.2428194,103.8556346,115.67931,378,256,120,137.697425,75.09264758,80.82543013,859.5388292,879.8555361,977.0500945
81,118.0673589,118.0649159,118.08,82.49253013,68.73031927,84.80336446,401,257,120,326.7355203,354.4755401,349.5121149,607.3841353,1977.09815,1841.575705
82,118.0867722,118.08,118.0935396,22.95706193,2.70655761,48.74576259,390,258,120,1907.306473,1618.126537,1640.439149,1223.463808,777.2746386,783.1162248
83,119.0501386,119.0466194,119.0558063,29.05403855,22.40291566,31.27612271,394,258,119,1431.482679,917.1085607,881.6334147,444.6395203,756.8309411,703.6874036
84,119.0863924,119.0852602,119.0900955,245.9809409,245.468265,270.5114246,382,258,120,39535.86694,74337.23286,71600.14615,75393.35734,75293.25326,80781.17528
85,119.0864006,119.08,119.087751,233.3490223,229.1365512,234.3811289,378,258,120,1274.907264,6094.409494,5438.21945,4347.578657,6038.19048,8449.34616
86,120.0049609,120,120.0098516,19.83936272,18.51792991,23.32972585,377,258,119,82.50158566,140.7354074,140.7636559,295.3036741,214.7278899,202.8294136
87,120.0815474,120.08,120.0832033,124.9963008,121.2847207,127.0707695,378,258,120,70.81190477,793.378987,513.0959883,3242.161689,9160.36011,10230.71089
88,120.0816865,120.08,120.0826179,52.24333348,39.94930837,55.57713876,379,258,120,51077.156,27623.61818,29207.96098,19445.71071,28304.87383,26205.40683
89,120.0816503,120.08,120.0824456,24.17271834,22.77928064,37.69367033,378,258,120,10174.06736,2619.753149,2551.284136,1894.48723,2496.596962,2354.106286
90,120.0901993,120.0864343,120.1044387,245.9029359,232.5378408,247.1577559,450,258,115,5129.793496,7388.017765,7958.394105,8259.2803,6775.462152,9422.796974
91,121.0847282,121.0773809,121.0944413,124.9247169,120.3054827,132.4476384,379,258,120,7.124153364,79.08440627,82.59899361,332.2846077,790.5309168,829.848679
92,121.0847151,121.08,121.0945532,52.23236389,39.30904796,55.90424937,381,258,120,5447.941758,2802.669098,2745.03285,1823.435268,2407.838249,2999.224837
93,121.0844327,121.08,121.0914536,24.10271213,21.65767103,38.35228915,379,258,120,844.8800527,252.9946815,287.138063,206.6909419,271.4699466,236.4445724
94,121.0946829,121.0850348,121.1046229,245.9318896,232.9702282,256.2649153,384,254,117,221.0884544,497.467533,508.2357684,495.521759,618.9362356,831.260229
95,122.0872835,122.0748906,122.094789,51.46900209,33.95538388,55.41986798,376,249,119,396.8278295,86.77830538,181.9752505,155.532884,189.2949707,217.1598135
96,123.0452101,123.04,123.0540656,29.05451741,22.76435632,34.04485717,391,258,120,2556.519706,1635.686161,1606.740703,560.2934252,924.0759609,847.9575672
97,123.1176317,123.1145144,123.12,415.0893068,407.0341482,422.2997144,394,258,120,707.4513449,670.5648793,874.5701961,773.6907207,567.0465258,649.1934138
98,123.1178594,123.1135335,123.12,372.9827756,365.0567588,374.3384721,382,258,120,389.2138559,569.1286852,626.5040893,669.0285373,445.6588353,585.5507452
99,124.1130574,124.1053051,124.12,114.9222872,111.1922465,118.117866,370,252,118,54.29842723,41.27009326,32.95994597,55.45707636,366.3558347,337.0955984
100,125.0970467,125.0945449,125.1,114.9422565,114.1718428,117.4007099,378,258,120,133.438196,84.13080959,107.5564984,81.4989773,623.6022102,625.4885305
101,127.0400181,127.0386028,127.0412095,245.9907338,233.1912719,246.7603805,391,258,120,522.5131359,879.3193913,879.3491441,478.553685,504.2067039,549.6951857
102,128.1073999,128.0966042,128.1113763,110.3399284,85.94201382,111.1689904,403,258,120,300.2268376,675.6632504,693.8342619,79.66309585,128.7014882,148.3387691
103,129.0557039,129.052544,129.0576205,245.850979,232.8973438,246.6115789,560,258,120,1260.462875,2328.079858,2308.806984,1797.648153,1763.079501,1984.164684
104,129.0559082,129.0537302,129.06,139.2331078,136.7071682,143.0689148,378,258,120,157.6577916,263.3708145,254.9914043,41.50737355,491.4948051,531.8792623
105,130.0507559,130.0452759,130.0647985,23.55442442,21.22599993,31.28476336,383,258,120,1337.894152,733.9520958,713.8306775,513.7941215,464.737143,472.8225025
106,130.0508694,130.0453781,130.06,101.6601602,99.73406948,116.0434033,377,258,119,194.8771167,1745.889195,1695.750668,287.9342789,929.8016612,841.325367
107,130.0656011,130.0552348,130.0713226,82.50904739,56.52420024,85.35921834,394,258,120,275.137599,401.7412652,399.264006,155.3949076,465.5546474,465.8559535
108,130.0657155,130.0566865,130.0692376,135.939301,122.7370093,140.4009901,467,258,120,300.4876133,496.4193913,484.5087207,266.0164662,439.6745723,465.5215714
109,130.066148,130.0600887,130.074742,156.2508976,150.7462468,159.9334377,377,257,120,44.59594313,694.25231,678.7614247,172.3231577,648.8041675,616.9486908
110,130.0874971,130.0769096,130.0948654,22.98242461,16.70414152,23.81280828,370,252,114,1050.267434,495.4544642,464.1052892,192.115745,231.2631602,252.6331963
111,131.0026857,130.9999561,131.0037692,327.4502153,326.0682394,330.2331374,378,258,120,815.5667191,1452.478301,1423.711495,1201.437918,936.4793624,1089.720932
112,131.0027535,131,131.0037162,373.4627906,350.8745356,382.1538925,550,258,120,2978.000459,1935.253505,1791.859435,1146.830318,977.4576844,2244.310589
113,131.0027294,131.0017592,131.0035653,415.1073675,406.9466328,424.8395065,484,257,120,1361.109027,1489.551178,1350.898767,1270.928832,1370.671209,1188.578419
114,131.0502632,131.0469901,131.0563644,52.25460094,38.61969753,55.57713876,392,258,120,1507.46622,871.8729352,892.17898,365.6294886,508.6274108,535.9381143
115,132.081234,132.08,132.083044,62.53011553,44.31704787,71.93015132,387,258,120,30.55734959,242.9282937,328.8508706,110.7237245,755.1036724,682.6180295
116,132.0818547,132.08,132.0940838,82.61531112,73.98612125,90.30020561,379,258,120,893.9749106,1204.715885,1147.222151,439.8884514,1537.147315,1416.726279
117,132.1025739,132.0970556,132.1036162,35.69246829,27.83747811,38.77275254,378,258,120,2250.180985,1985.785273,2012.393944,287.5366604,623.7863293,613.4084033
118,132.0977516,132.0949456,132.1040929,22.9177898,22.16628257,23.68544072,235,159,76,2895.027026,640.7095384,676.8302193,154.7006373,136.9576707,203.7665856
119,132.9889656,132.982852,132.9938097,23.80728983,21.55020626,32.83440804,381,258,120,1402.843779,265.911916,268.6420122,322.3702334,320.408772,259.852049
120,133.0328666,133.0311486,133.04,24.77603462,22.40291566,26.56769276,378,258,120,958.4967778,310.4331566,302.6010035,131.4529827,138.0957976,99.46377428
121,133.0661939,133.0649264,133.0685765,245.9126703,232.8496298,246.5567312,424,258,120,1416.417049,2691.912503,2754.92035,3197.157144,3136.943774,3461.030399
122,134.0206719,134.0178855,134.027784,19.85692546,19.20327175,22.92131248,378,257,119,157.0284931,191.6809705,202.4173317,225.4893296,276.4337339,263.020185
123,134.0701598,134.0650102,134.08,245.9126703,244.588977,247.1478907,364,247,117,173.9826992,324.8341528,298.5992863,335.7580329,331.8875079,349.0988085
124,134.0973813,134.0959811,134.0984896,105.2813941,103.9190024,106.8800438,378,258,120,7744.748921,8165.568249,8297.973287,31020.7935,32594.90306,32319.30248
125,135.0048419,135,135.0141488,23.58864413,20.12243461,25.63963036,378,258,120,238.9514644,489.0651362,456.2531797,179.5224493,244.713869,268.0809355
126,135.0815259,135.0805494,135.0828467,245.9895291,245.5019072,257.380633,380,258,120,10634.54637,20827.28459,19502.67942,16411.40798,15997.24097,16134.17087
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191
130,136.0473019,136.0349468,136.0504146,21.10603589,19.8319978,33.17716509,373,253,117,67.08781994,334.1779631,190.5953768,229.0972173,240.6823995,287.3924942
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933
132,136.0847987,136.08,136.0898158,245.9395168,233.0303122,246.9503714,449,258,120,1102.500935,1948.668524,2205.3187,1521.289053,1322.221585,1690.490593
133,136.08,136.0759849,136.0857676,139.1254892,136.3065452,147.3013402,380,258,120,90.47049711,98.39737511,108.4253672,1032.29281,890.4347025,987.895288
134,136.1044418,136.0951185,136.1148251,105.1314626,89.57266164,113.1228679,370,251,115,20.21492374,30.99025112,58.61243631,167.5605246,151.7092443,207.3967864
135,137.0471797,137.0403404,137.0539408,23.22677649,21.70522263,34.37526373,394,257,120,301.7424152,129.1248132,176.7394472,378.5611487,397.6953277,325.1342046
136,137.0874231,137.0749166,137.0948089,245.8522369,243.6452459,247.3970045,361,247,114,121.6180543,342.8151139,256.7645544,220.230385,107.0366708,158.0610853
137,137.1333619,137.1313396,137.1347107,415.4346067,395.32711,417.725404,239,151,72,398.6631403,378.1744524,476.7129827,468.3447624,344.9358294,400.7520027
138,138.0563456,138.0546708,138.06,52.7528469,47.0888824,58.79743139,378,258,120,249.3760677,570.7511269,620.6294735,574.6964844,936.9529572,642.1788403
139,138.0649302,138.06,138.0682802,98.21509715,92.96135288,101.9928458,378,258,120,96.08944401,196.0442356,176.5756145,98.87948772,178.8110896,190.3321291
140,138.9095826,138.9061604,138.92,20.4897686,19.25254717,23.66296437,376,257,119,11.58796194,369.2629813,374.8809121,277.5101196,321.3843785,313.7824911
141,140.069373,140.06787,140.0721839,20.4066895,18.96787333,22.18910383,378,258,120,226.7364666,730.5188965,811.3536781,611.9137799,502.312687,463.175073
142,140.0695701,140.0613484,140.074533,402.5707045,393.4132217,421.3176867,514,246,116,505.9984203,202.7575375,219.286739,230.0080007,214.345287,235.9075649
143,140.0698181,140.0650444,140.0794526,373.3995386,360.3318548,377.3812775,369,247,116,359.718618,224.9704026,100.8221724,141.0839524,120.5128374,126.3847206
144,140.9064456,140.9,140.9118701,20.49585039,17.85625085,21.70431647,377,258,119,12.12331894,250.1940921,259.9601106,193.411626,200.0009496,220.8629739
145,142.0661768,142.06,142.0677546,105.2777836,104.1868365,106.669774,378,258,120,98.10160716,112.2242446,139.8829915,721.5942944,794.3092012,786.3961336
146,142.06,142.06,142.0678656,82.62835264,68.17447689,85.35921834,380,258,120,46.43418447,74.92780332,61.167643,57.54090805,241.6126106,219.1973291
147,142.1229704,142.12,142.1251465,114.9424131,114.1727168,116.0876617,378,258,120,124.4217836,78.60890981,64.69242179,88.76234587,552.5966979,549.1223446
148,142.9423335,142.94,142.9508314,27.01311543,22.59791527,35.93197485,378,258,120,36.40377042,653.5244749,465.4598825,297.144546,427.0640983,512.8075851
149,144.0817541,144.08,144.0835282,82.51883101,73.98612125,97.63459832,388,258,120,1183.782557,1503.482768,1558.12949,655.8952834,2474.785169,2252.343235
150,144.0819528,144.08,144.0875444,62.38961919,40.56747272,72.58772836,385,258,120,25.51084101,444.5814416,449.8960363,145.2856067,1413.229662,1095.214965
151,144.1026322,144.1,144.1040652,22.9724586,21.61175221,23.90188166,378,258,120,146.6599242,381.4688114,364.3480107,289.5350789,136.1319733,159.4420286
152,145.049965,145.040341,145.0547308,23.57904433,21.7497167,25.67181699,366,250,116,272.974758,193.2078079,150.9000115,189.0971259,93.78549133,97.26745024
153,145.0846552,145.08,145.0866034,82.55338854,64.424078,84.20590874,381,258,120,79.1966305,207.2723738,197.2792662,78.17228799,294.4566653,266.685018
154,146.0610934,146.06,146.0624241,82.57800023,73.98612125,83.81311299,378,258,120,7133.758362,10110.70053,9723.137649,3365.735896,12545.11212,11711.21095
155,146.0608747,146.06,146.0618642,62.38961919,43.21631132,71.93562662,381,258,120,142.7717605,2652.366733,2674.768924,829.7867195,5443.600101,5040.063899
156,147.0449938,147.04,147.0466594,29.10160623,22.18910383,35.9333538,391,258,120,1806.717434,882.1538146,863.3235664,298.4217215,457.3753846,416.5669149
157,147.0663603,147.0646059,147.0691168,245.9025174,232.8973438,246.7308736,492,258,120,1372.741547,2449.884677,2504.642708,1315.947172,1305.077848,1370.626471
158,147.0645954,147.06,147.0704235,82.53909592,70.93239879,83.71882172,381,258,120,778.0874616,1040.191564,1085.096478,354.6633919,1431.354358,1411.463138
159,147.0652336,147.0551812,147.0738871,139.1684037,123.7742798,140.6097826,376,256,120,163.0260313,196.4892278,174.6450506,40.73893683,335.2706018,324.4251016
160,148.0652487,148.0550803,148.0748141,82.63899933,73.3480996,85.44987962,376,257,119,34.06689174,71.92061679,43.96089391,28.84859757,118.5418282,33.01459059
161,148.5291282,148.5201577,148.5332327,299.5111487,292.5753795,318.5536852,613,258,120,297.037879,319.8517241,325.0059878,1440.251239,1601.501035,1644.023467
162,148.5291216,148.52,148.5327568,285.5683778,263.9911796,292.0085486,413,256,119,84.9749492,102.5699335,105.4923044,641.8316658,785.3566146,797.1398262
163,148.5291186,148.52,148.5346667,338.8532177,330.4727848,339.6827857,372,253,119,7.131359152,8.649125635,10.00120871,555.6907624,955.860857,1095.111602
164,148.9396161,148.9360382,148.95361,19.2127301,18.48428901,21.12062649,377,258,119,73.48120102,152.255712,152.8146864,136.1544414,131.2716366,130.20258
165,149.0241034,149.02,149.025033,442.7201035,434.5155712,445.2486756,378,258,120,275.5842224,1494.515844,1529.902633,944.2736317,1075.7352,1404.214449
166,149.0241664,149.02,149.0251715,216.493565,215.3929741,218.765273,378,258,120,2953.710663,3574.655804,3352.292455,1636.398234,647.8159123,959.3461317
167,149.0244173,149.02,149.0264986,298.5036942,295.6876363,301.8784861,378,258,120,802.2726632,731.750939,702.6284756,824.7248938,555.8057482,542.9949294
168,149.0607762,149.0567927,149.0622191,52.29879737,35.57272086,55.57713876,381,258,120,974.0434399,581.0966389,599.1388179,122.6871471,139.0206963,143.511348
169,150.0149471,150.011978,150.02,19.84702709,18.53319715,21.37399781,378,258,120,74.8891122,121.1552134,106.0289743,214.2470698,283.0696671,263.8998275
170,150.0902509,150.0848741,150.1,110.3314707,108.5385544,111.3866176,368,251,117,284.2028305,486.9415185,614.7702414,149.5406502,170.1625953,199.0359896
171,151.0484783,151.0375297,151.0543562,21.75976355,16.78840788,23.58034669,373,255,118,205.5737607,123.6747211,137.8339532,127.4406171,84.89819283,85.95102428
172,152.0293282,152.0201237,152.0348214,21.7926909,20.53698526,24.83394552,366,249,117,35.51619611,182.5185392,171.066491,108.923919,124.9062345,110.6431829
173,152.1062522,152.0949766,152.109338,114.9563245,114.095355,116.0130978,341,236,105,171.6785696,122.1423214,124.9146037,36.12997364,362.2632651,331.8216211
174,153.093413,153.0851565,153.1015504,114.9479829,113.5863811,131.8368475,384,256,120,152.6735773,85.79971595,75.12605708,30.4706516,262.577724,233.4229695
